PMU4_L1:563,PMU4_L1:564,PMU4_L1:567,PMU4_L1:568,PMU4_L1:569,PMU4_L1:570,PMU4_L2:603,PMU4_L2:604,PMU4_L2:607,PMU4_L2:608,PMU4_L2:609,PMU4_L2:610,PMU5_L1:443,PMU5_L1:444,PMU5_L1:447,PMU5_L1:448,PMU5_L1:449,PMU5_L1:450,PMU5_L3:403,PMU5_L3:404,PMU5_L3:407,PMU5_L3:408,PMU5_L3:409,PMU5_L3:410,PMU6_L2:523,PMU6_L2:524,PMU6_L2:527,PMU6_L2:528,PMU6_L2:529,PMU6_L2:530,PMU6_L4:483,PMU6_L4:484,PMU6_L4:487,PMU6_L4:488,PMU6_L4:489,PMU6_L4:490,PMU7_L5:239,PMU7_L5:240,PMU7_L5:275,PMU7_L5:276,PMU7_L5:277,PMU7_L5:278,PMU8_L5:203,PMU8_L5:204,PMU8_L5:279,PMU8_L5:280,PMU8_L5:281,PMU8_L5:282,PMU8_L6:283,PMU8_L6:284,PMU8_L6:319,PMU8_L6:320,PMU8_L6:321,PMU8_L6:322,PMU9_L4:363,PMU9_L4:364,PMU9_L4:399,PMU9_L4:400,PMU9_L4:401,PMU9_L4:402,PMU9_L6:323,PMU9_L6:324,PMU9_L6:359,PMU9_L6:360,PMU9_L6:361,PMU9_L6:362,PPA:163,PPA:164,PPA:166,PPA:167,PPA:168,PPA:169
60,7.13E-05,136196.3906,-91.16179719,115.2701569,-120.3460617,60,7.13E-05,136196.3906,-91.16179719,75.59072876,-93.20268504,60,7.14E-05,132158.9531,-92.93513287,141.9623871,43.57746068,60,7.14E-05,132158.9531,-92.93513287,214.1530762,79.4435968,60,7.13E-05,134424.2969,-92.63825869,86.49777222,58.95279707,60,7.13E-05,134424.2969,-92.63825869,150.7874908,74.62963166,60,7.13E-05,136186.2656,-85.23395797,187.0353851,-84.57259076,60,7.14E-05,134839.4531,-88.22779381,189.4500122,83.81696693,60,7.14E-05,134839.4531,-88.22779381,84.79427338,46.44956888,60,7.13E-05,137054.3125,-86.9898835,154.1685486,-70.37305094,60,7.13E-05,137054.3125,-86.9898835,59.43182373,-94.59447268,60,7.13E-05,136186.2656,-85.23395797,212.7555695,-79.65791448
60,-0.000159663,136196.3906,-91.16179036,115.2701569,-120.3460617,60,-0.000159663,136196.3906,-91.16179036,75.59072876,-93.20268504,60,-0.000159581,132158.9531,-92.93513287,141.9623871,43.57746068,60,-0.000159581,132158.9531,-92.93513287,214.1530914,79.4435968,60,-0.000159612,134424.2969,-92.63825869,86.49777222,58.95279707,60,-0.000159612,134424.2969,-92.63825869,150.7874908,74.62963166,60,-0.000159631,136186.2656,-85.23395797,187.0354004,-84.57259076,60,-0.000159599,134839.4531,-88.22778698,189.4500122,83.81696693,60,-0.000159599,134839.4531,-88.22778698,84.79426575,46.44956547,60,-0.000159661,137054.3125,-86.9898835,154.1685486,-70.37305094,60,-0.000159661,137054.3125,-86.9898835,59.43181992,-94.59447268,60,-0.000159631,136186.2656,-85.23395797,212.7555695,-79.65791448
60,8.91E-05,136196.4531,-91.16179036,115.270195,-120.3460617,60,8.91E-05,136196.4531,-91.16179036,75.59075928,-93.20268504,60,8.91E-05,132159,-92.93513287,141.9624329,43.57746068,60,8.91E-05,132159,-92.93513287,214.1531677,79.4435968,60,8.91E-05,134424.3594,-92.63825869,86.49780273,58.9528039,60,8.91E-05,134424.3594,-92.63825869,150.7875519,74.62963166,60,8.91E-05,136186.3125,-85.23395797,187.0354767,-84.57259076,60,8.91E-05,134839.5,-88.22778698,189.4500885,83.81696693,60,8.91E-05,134839.5,-88.22778698,84.79429626,46.44956547,60,8.91E-05,137054.375,-86.9898835,154.1686096,-70.37305094,60,8.91E-05,137054.375,-86.9898835,59.43183899,-94.59447268,60,8.91E-05,136186.3125,-85.23395797,212.755661,-79.65791448
60,7.13E-05,136196.3906,-91.16179036,115.2701492,-120.3460617,60,7.13E-05,136196.3906,-91.16179036,75.59072876,-93.20268504,60,7.14E-05,132158.9531,-92.93513287,141.9623718,43.57746068,60,7.14E-05,132158.9531,-92.93513287,214.1530914,79.4435968,60,7.13E-05,134424.2969,-92.63825869,86.49777222,58.9528039,60,7.13E-05,134424.2969,-92.63825869,150.7874908,74.62963166,60,7.13E-05,136186.2656,-85.23395797,187.0354004,-84.57259076,60,7.13E-05,134839.4531,-88.22778698,189.4500275,83.81696693,60,7.13E-05,134839.4531,-88.22778698,84.79425812,46.44956205,60,7.13E-05,137054.3125,-86.9898835,154.1685486,-70.37305094,60,7.13E-05,137054.3125,-86.9898835,59.43181229,-94.59447268,60,7.13E-05,136186.2656,-85.23395797,212.7555847,-79.65791448
60,-0.000159675,136196.3906,-91.16179036,115.2701416,-120.3460617,60,-0.000159675,136196.3906,-91.16179036,75.59072876,-93.20268504,60,-0.000159599,132158.9531,-92.93513287,141.9623718,43.57746068,60,-0.000159599,132158.9531,-92.93513287,214.1531067,79.4435968,60,-0.000159626,134424.2969,-92.63825869,86.49777222,58.9528039,60,-0.000159626,134424.2969,-92.63825869,150.7874908,74.62963166,60,-0.000159649,136186.2656,-85.23395797,187.0354156,-84.57259076,60,-0.000159617,134839.4531,-88.22778698,189.4500275,83.81696693,60,-0.000159617,134839.4531,-88.22778698,84.79425812,46.44956205,60,-0.000159676,137054.3125,-86.9898835,154.1685486,-70.37305094,60,-0.000159676,137054.3125,-86.9898835,59.43180847,-94.59447268,60,-0.000159649,136186.2656,-85.23395797,212.7555847,-79.65791448
60,8.90E-05,136196.4531,-91.16179036,115.2701797,-120.3460617,60,8.90E-05,136196.4531,-91.16179036,75.59075928,-93.20268504,60,8.91E-05,132159,-92.93513287,141.9624176,43.57745726,60,8.91E-05,132159,-92.93513287,214.153183,79.4435968,60,8.91E-05,134424.3594,-92.63825869,86.49780273,58.9528039,60,8.91E-05,134424.3594,-92.63825869,150.7875519,74.62963166,60,8.91E-05,136186.3125,-85.23395797,187.0354919,-84.57259076,60,8.91E-05,134839.5,-88.22778698,189.4501038,83.81696693,60,8.91E-05,134839.5,-88.22778698,84.79428864,46.44955864,60,8.90E-05,137054.375,-86.9898835,154.1686096,-70.37305094,60,8.90E-05,137054.375,-86.9898835,59.43182373,-94.59447268,60,8.91E-05,136186.3125,-85.23395797,212.7556763,-79.65791448
60,7.13E-05,136196.3906,-91.16179036,115.270134,-120.3460617,60,7.13E-05,136196.3906,-91.16179036,75.59072876,-93.20267821,60,7.13E-05,132158.9531,-92.93513287,141.9623566,43.57745726,60,7.13E-05,132158.9531,-92.93513287,214.1531067,79.4435968,60,7.13E-05,134424.2969,-92.63825869,86.49776459,58.9528039,60,7.13E-05,134424.2969,-92.63825869,150.7874908,74.62963166,60,7.13E-05,136186.2656,-85.23395797,187.0354156,-84.57259076,60,7.13E-05,134839.4531,-88.22778698,189.4500427,83.81696693,60,7.13E-05,134839.4531,-88.22778698,84.79425049,46.44955864,60,7.13E-05,137054.3125,-86.9898835,154.1685486,-70.37305777,60,7.13E-05,137054.3125,-86.9898835,59.43179703,-94.59447268,60,7.13E-05,136186.2656,-85.23395797,212.7556,-79.65791448
60,-0.000159688,136196.3906,-91.16179036,115.2701263,-120.3460617,60,-0.000159688,136196.3906,-91.16179036,75.59072876,-93.20267821,60,-0.000159616,132158.9531,-92.93513287,141.9623566,43.57745726,60,-0.000159616,132158.9531,-92.93513287,214.1531219,79.4435968,60,-0.000159643,134424.2969,-92.63825869,86.49776459,58.9528039,60,-0.000159643,134424.2969,-92.63825869,150.7875061,74.62963166,60,-0.000159666,136186.2656,-85.23395797,187.0354309,-84.57259076,60,-0.000159635,134839.4531,-88.22778698,189.4500427,83.81696693,60,-0.000159635,134839.4531,-88.22778698,84.79424286,46.44955522,60,-0.00015969,137054.3125,-86.9898835,154.1685486,-70.37305777,60,-0.00015969,137054.3125,-86.9898835,59.43179321,-94.59447268,60,-0.000159666,136186.2656,-85.23395797,212.7556,-79.65791448
60,8.90E-05,136196.4531,-91.16179036,115.2701645,-120.3460617,60,8.90E-05,136196.4531,-91.16179036,75.59075165,-93.20267821,60,8.91E-05,132159,-92.93513287,141.9624023,43.57745726,60,8.91E-05,132159,-92.93513287,214.1531982,79.4435968,60,8.91E-05,134424.3594,-92.63825869,86.4977951,58.9528039,60,8.91E-05,134424.3594,-92.63825869,150.7875671,74.62963166,60,8.90E-05,136186.3125,-85.23395797,187.0355072,-84.57259076,60,8.91E-05,134839.5,-88.22778698,189.450119,83.81696693,60,8.91E-05,134839.5,-88.22778698,84.79427338,46.44955522,60,8.90E-05,137054.375,-86.9898835,154.1686096,-70.37305777,60,8.90E-05,137054.375,-86.9898835,59.43180847,-94.59447268,60,8.90E-05,136186.3125,-85.23395797,212.7556915,-79.65791448
60,7.13E-05,136196.3906,-91.16179036,115.2701187,-120.3460617,60,7.13E-05,136196.3906,-91.16179036,75.59072113,-93.20267821,60,7.13E-05,132158.9531,-92.93513287,141.9623413,43.57745726,60,7.13E-05,132158.9531,-92.93513287,214.1531219,79.4435968,60,7.13E-05,134424.2969,-92.63825869,86.49775696,58.9528039,60,7.13E-05,134424.2969,-92.63825869,150.7875061,74.62963166,60,7.13E-05,136186.2656,-85.23395797,187.0354309,-84.57259076,60,7.13E-05,134839.4531,-88.22778698,189.450058,83.81696693,60,7.13E-05,134839.4531,-88.22778698,84.79423523,46.44955181,60,7.13E-05,137054.3125,-86.9898835,154.1685486,-70.37305777,60,7.13E-05,137054.3125,-86.9898835,59.43177795,-94.59446585,60,7.13E-05,136186.2656,-85.23395797,212.7556,-79.65791448
60,-0.000159701,136196.3906,-91.16179036,115.2701111,-120.3460617,60,-0.000159701,136196.3906,-91.16179036,75.59072113,-93.20267138,60,-0.000159634,132158.9531,-92.93513287,141.9623413,43.57745726,60,-0.000159634,132158.9531,-92.93513287,214.1531372,79.4435968,60,-0.000159659,134424.2969,-92.63825869,86.49775696,58.95281073,60,-0.000159659,134424.2969,-92.63825869,150.7875061,74.62962483,60,-0.000159684,136186.2656,-85.23395114,187.0354462,-84.57259076,60,-0.000159654,134839.4531,-88.22778698,189.450058,83.81696693,60,-0.000159654,134839.4531,-88.22778698,84.7942276,46.44955181,60,-0.000159705,137054.3125,-86.9898835,154.1685486,-70.37305777,60,-0.000159705,137054.3125,-86.9898835,59.43177414,-94.59446585,60,-0.000159684,136186.2656,-85.23395114,212.7556152,-79.65791448
60,8.90E-05,136196.4531,-91.16179036,115.2701492,-120.3460617,60,8.90E-05,136196.4531,-91.16179036,75.59074402,-93.20267138,60,8.91E-05,132159,-92.93513287,141.9623871,43.57745726,60,8.91E-05,132159,-92.93513287,214.1532288,79.4435968,60,8.91E-05,134424.3594,-92.63825186,86.49778748,58.95281073,60,8.91E-05,134424.3594,-92.63825186,150.7875671,74.62962483,60,8.90E-05,136186.3125,-85.23395114,187.0355225,-84.57259076,60,8.91E-05,134839.5156,-88.22778698,189.4501343,83.81696693,60,8.91E-05,134839.5156,-88.22778698,84.79425812,46.44954839,60,8.90E-05,137054.375,-86.9898835,154.1686096,-70.37305777,60,8.90E-05,137054.375,-86.9898835,59.4317894,-94.59446585,60,8.90E-05,136186.3125,-85.23395114,212.7556915,-79.65791448
60,7.12E-05,136196.3906,-91.16179036,115.2700958,-120.3460617,60,7.12E-05,136196.3906,-91.16179036,75.5907135,-93.20266455,60,7.13E-05,132158.9531,-92.93513287,141.962326,43.57745726,60,7.13E-05,132158.9531,-92.93513287,214.1531372,79.4435968,60,7.13E-05,134424.3125,-92.63825186,86.49774933,58.95281073,60,7.13E-05,134424.3125,-92.63825186,150.7875061,74.62962483,60,7.13E-05,136186.2656,-85.23395114,187.0354462,-84.57259076,60,7.13E-05,134839.4531,-88.22778698,189.4500732,83.81696693,60,7.13E-05,134839.4531,-88.22778698,84.79421997,46.44954839,60,7.12E-05,137054.3125,-86.9898835,154.1685486,-70.37305777,60,7.12E-05,137054.3125,-86.9898835,59.4317627,-94.59446585,60,7.13E-05,136186.2656,-85.23395114,212.7556152,-79.65791448
60,-0.000159715,136196.3906,-91.16179036,115.2700882,-120.3460617,60,-0.000159715,136196.3906,-91.16179036,75.5907135,-93.20266455,60,-0.000159652,132158.9531,-92.93512604,141.9623108,43.57745726,60,-0.000159652,132158.9531,-92.93512604,214.1531525,79.4435968,60,-0.000159675,134424.3125,-92.63825186,86.4977417,58.95281073,60,-0.000159675,134424.3125,-92.63825186,150.7875061,74.62962483,60,-0.000159701,136186.2656,-85.23395114,187.0354462,-84.57259076,60,-0.000159673,134839.4531,-88.22778698,189.4500732,83.81696693,60,-0.000159673,134839.4531,-88.22778698,84.79421234,46.44954498,60,-0.00015972,137054.3281,-86.9898835,154.1685486,-70.37305777,60,-0.00015972,137054.3281,-86.9898835,59.43175507,-94.59446585,60,-0.000159701,136186.2656,-85.23395114,212.7556305,-79.65792131
60,8.90E-05,136196.4531,-91.16179036,115.2701187,-120.3460617,60,8.90E-05,136196.4531,-91.16179036,75.59073639,-93.20266455,60,8.91E-05,132159,-92.93512604,141.9623718,43.57745385,60,8.91E-05,132159,-92.93512604,214.153244,79.44358997,60,8.90E-05,134424.3594,-92.63825186,86.49777222,58.95281073,60,8.90E-05,134424.3594,-92.63825186,150.7875671,74.62962483,60,8.90E-05,136186.3281,-85.23395114,187.0355225,-84.57259076,60,8.90E-05,134839.5156,-88.22778698,189.4501495,83.81696693,60,8.90E-05,134839.5156,-88.22778698,84.79424286,46.44954156,60,8.90E-05,137054.375,-86.9898835,154.1686096,-70.37305777,60,8.90E-05,137054.375,-86.9898835,59.43177032,-94.59445902,60,8.90E-05,136186.3281,-85.23395114,212.7557068,-79.65792131
60,7.12E-05,136196.4063,-91.16179036,115.2700653,-120.3460617,60,7.12E-05,136196.4063,-91.16179036,75.59070587,-93.20265772,60,7.13E-05,132158.9531,-92.93512604,141.9622955,43.57745385,60,7.13E-05,132158.9531,-92.93512604,214.1531677,79.44358997,60,7.13E-05,134424.3125,-92.63825186,86.49773407,58.95281756,60,7.13E-05,134424.3125,-92.63825186,150.7875214,74.62962483,60,7.12E-05,136186.2656,-85.23395114,187.0354614,-84.57259076,60,7.13E-05,134839.4688,-88.22778698,189.4500885,83.81696693,60,7.13E-05,134839.4688,-88.22778698,84.79420471,46.44954156,60,7.12E-05,137054.3281,-86.9898835,154.1685486,-70.37305777,60,7.12E-05,137054.3281,-86.9898835,59.43173981,-94.59445902,60,7.12E-05,136186.2656,-85.23395114,212.7556305,-79.65792131
60,-0.000159727,136196.4063,-91.16179036,115.2700577,-120.3460617,60,-0.000159727,136196.4063,-91.16179036,75.59070587,-93.20265772,60,-0.00015967,132158.9531,-92.93512604,141.9622955,43.57745385,60,-0.00015967,132158.9531,-92.93512604,214.1531677,79.44358997,60,-0.000159691,134424.3125,-92.63825186,86.49773407,58.95281756,60,-0.000159691,134424.3125,-92.63825186,150.7875214,74.62962483,60,-0.000159719,136186.2656,-85.23395114,187.0354614,-84.57259076,60,-0.000159691,134839.4688,-88.22778698,189.4500885,83.81696693,60,-0.000159691,134839.4688,-88.22778698,84.79419708,46.44953815,60,-0.000159735,137054.3281,-86.9898835,154.1685638,-70.37305777,60,-0.000159735,137054.3281,-86.9898835,59.43173218,-94.59445902,60,-0.000159719,136186.2656,-85.23395114,212.7556305,-79.65792131
60,8.90E-05,136196.4531,-91.16179036,115.2700958,-120.3460617,60,8.90E-05,136196.4531,-91.16179036,75.59072876,-93.20265089,60,8.90E-05,132159,-92.93512604,141.9623413,43.57745385,60,8.90E-05,132159,-92.93512604,214.1532593,79.44358997,60,8.90E-05,134424.3594,-92.63825186,86.49776459,58.95281756,60,8.90E-05,134424.3594,-92.63825186,150.7875824,74.62962483,60,8.90E-05,136186.3281,-85.23395114,187.0355377,-84.57259076,60,8.90E-05,134839.5156,-88.22778698,189.4501648,83.81697376,60,8.90E-05,134839.5156,-88.22778698,84.79421997,46.44953473,60,8.90E-05,137054.375,-86.9898835,154.1686096,-70.37305777,60,8.90E-05,137054.375,-86.9898835,59.43174744,-94.59445902,60,8.90E-05,136186.3281,-85.23395114,212.755722,-79.65792131
60,7.12E-05,136196.4063,-91.16179036,115.2700424,-120.3460617,60,7.12E-05,136196.4063,-91.16179036,75.59069824,-93.20264406,60,7.13E-05,132158.9531,-92.93512604,141.962265,43.57745385,60,7.13E-05,132158.9531,-92.93512604,214.153183,79.44358997,60,7.13E-05,134424.3125,-92.63825186,86.49771881,58.95281756,60,7.13E-05,134424.3125,-92.63825186,150.7875214,74.62962483,60,7.12E-05,136186.2813,-85.23395114,187.0354767,-84.57259076,60,7.12E-05,134839.4688,-88.22778698,189.4501038,83.81697376,60,7.12E-05,134839.4688,-88.22778698,84.79418182,46.44953473,60,7.12E-05,137054.3281,-86.9898835,154.1685638,-70.3730646,60,7.12E-05,137054.3281,-86.9898835,59.43171692,-94.59445219,60,7.12E-05,136186.2813,-85.23395114,212.7556458,-79.65792131
60,-0.000159741,136196.4063,-91.16179036,115.2700272,-120.3460617,60,-0.000159741,136196.4063,-91.16179036,75.59069061,-93.20264406,60,-0.000159688,132158.9531,-92.93512604,141.962265,43.57745385,60,-0.000159688,132158.9531,-92.93512604,214.153183,79.44358997,60,-0.000159707,134424.3125,-92.63825186,86.49771881,58.95282439,60,-0.000159707,134424.3125,-92.63825186,150.7875214,74.62962483,60,-0.000159737,136186.2813,-85.23395114,187.0354767,-84.57258393,60,-0.00015971,134839.4688,-88.22778015,189.4501038,83.81697376,60,-0.00015971,134839.4688,-88.22778015,84.79417419,46.44953132,60,-0.00015975,137054.3281,-86.9898835,154.1685638,-70.3730646,60,-0.00015975,137054.3281,-86.9898835,59.43170929,-94.59445219,60,-0.000159737,136186.2813,-85.23395114,212.7556458,-79.65792131
60,8.90E-05,136196.4531,-91.16179036,115.2700653,-120.346048,60,8.90E-05,136196.4531,-91.16179036,75.59072113,-93.20263723,60,8.90E-05,132159.0156,-92.93512604,141.9623108,43.57745385,60,8.90E-05,132159.0156,-92.93512604,214.1532745,79.44358997,60,8.90E-05,134424.3594,-92.63825186,86.4977417,58.95282439,60,8.90E-05,134424.3594,-92.63825186,150.7875824,74.629618,60,8.90E-05,136186.3281,-85.23395114,187.035553,-84.57258393,60,8.90E-05,134839.5313,-88.22778015,189.4501801,83.81697376,60,8.90E-05,134839.5313,-88.22778015,84.79420471,46.4495279,60,8.90E-05,137054.3906,-86.9898835,154.1686249,-70.3730646,60,8.90E-05,137054.3906,-86.9898835,59.43172455,-94.59445219,60,8.90E-05,136186.3281,-85.23395114,212.7557373,-79.65792131
60,7.12E-05,136196.4063,-91.16179036,115.2700043,-120.346048,60,7.12E-05,136196.4063,-91.16179036,75.59068298,-93.20263723,60,7.13E-05,132158.9688,-92.93512604,141.9622345,43.57745385,60,7.13E-05,132158.9688,-92.93512604,214.1531982,79.44358997,60,7.12E-05,134424.3125,-92.63825186,86.49770355,58.95282439,60,7.12E-05,134424.3125,-92.63825186,150.7875366,74.629618,60,7.12E-05,136186.2813,-85.23395114,187.0354919,-84.57258393,60,7.12E-05,134839.4688,-88.22778015,189.4501038,83.81697376,60,7.12E-05,134839.4688,-88.22778015,84.79416656,46.4495279,60,7.12E-05,137054.3281,-86.9898835,154.1685638,-70.3730646,60,7.12E-05,137054.3281,-86.9898835,59.43169403,-94.59445219,60,7.12E-05,136186.2813,-85.23395114,212.755661,-79.65792131
60,-0.000159755,136196.4063,-91.16179036,115.2699966,-120.346048,60,-0.000159755,136196.4063,-91.16179036,75.59068298,-93.20263039,60,-0.000159707,132158.9688,-92.93512604,141.9622345,43.57745385,60,-0.000159707,132158.9688,-92.93512604,214.1531982,79.44358997,60,-0.000159724,134424.3125,-92.63825186,86.49770355,58.95283122,60,-0.000159724,134424.3125,-92.63825186,150.7875366,74.629618,60,-0.000159754,136186.2813,-85.23394431,187.0354919,-84.57258393,60,-0.000159728,134839.4688,-88.22778015,189.450119,83.81697376,60,-0.000159728,134839.4688,-88.22778015,84.79415894,46.44952449,60,-0.000159765,137054.3281,-86.98987667,154.1685638,-70.3730646,60,-0.000159765,137054.3281,-86.98987667,59.4316864,-94.59444536,60,-0.000159754,136186.2813,-85.23394431,212.755661,-79.65792131
60,8.90E-05,136196.4531,-91.16179036,115.2700272,-120.346048,60,8.90E-05,136196.4531,-91.16179036,75.59070587,-93.20262356,60,8.90E-05,132159.0156,-92.93512604,141.9622803,43.57745385,60,8.90E-05,132159.0156,-92.93512604,214.1532898,79.44358997,60,8.90E-05,134424.375,-92.63825186,86.49772644,58.95283122,60,8.90E-05,134424.375,-92.63825186,150.7875977,74.629618,60,8.90E-05,136186.3438,-85.23394431,187.0355682,-84.57258393,60,8.90E-05,134839.5313,-88.22778015,189.4501953,83.81697376,60,8.90E-05,134839.5313,-88.22778015,84.79418182,46.44952107,60,8.89E-05,137054.3906,-86.98987667,154.1686249,-70.3730646,60,8.89E-05,137054.3906,-86.98987667,59.43170166,-94.59444536,60,8.90E-05,136186.3438,-85.23394431,212.7557526,-79.65792131
60,7.12E-05,136196.4063,-91.16179036,115.2699738,-120.346048,60,7.12E-05,136196.4063,-91.16179036,75.59067535,-93.20261673,60,7.12E-05,132158.9688,-92.93512604,141.962204,43.57745385,60,7.12E-05,132158.9688,-92.93512604,214.1532135,79.44358997,60,7.12E-05,134424.3281,-92.63825186,86.49768829,58.95283122,60,7.12E-05,134424.3281,-92.63825186,150.7875366,74.629618,60,7.12E-05,136186.2813,-85.23394431,187.0355072,-84.57258393,60,7.12E-05,134839.4844,-88.22778015,189.450119,83.81697376,60,7.12E-05,134839.4844,-88.22778015,84.79414368,46.44951766,60,7.12E-05,137054.3438,-86.98987667,154.1685638,-70.3730646,60,7.12E-05,137054.3438,-86.98987667,59.43167114,-94.59444536,60,7.12E-05,136186.2813,-85.23394431,212.7556763,-79.65792814
60,-0.000159769,136196.4063,-91.16178353,115.2699585,-120.346048,60,-0.000159769,136196.4063,-91.16178353,75.59066772,-93.20261673,60,-0.000159726,132158.9688,-92.93511921,141.9621887,43.57745385,60,-0.000159726,132158.9688,-92.93511921,214.1532288,79.44358997,60,-0.000159741,134424.3281,-92.63825186,86.49768066,58.95283805,60,-0.000159741,134424.3281,-92.63825186,150.7875366,74.629618,60,-0.000159772,136186.2969,-85.23394431,187.0355072,-84.57258393,60,-0.000159748,134839.4844,-88.22778015,189.4501343,83.81697376,60,-0.000159748,134839.4844,-88.22778015,84.79413605,46.44951766,60,-0.00015978,137054.3438,-86.98987667,154.1685638,-70.3730646,60,-0.00015978,137054.3438,-86.98987667,59.4316597,-94.59443853,60,-0.000159772,136186.2969,-85.23394431,212.7556763,-79.65792814
60,8.89E-05,136196.4688,-91.16178353,115.269989,-120.346048,60,8.89E-05,136196.4688,-91.16178353,75.59069061,-93.2026099,60,8.90E-05,132159.0156,-92.93511921,141.9622345,43.57745385,60,8.90E-05,132159.0156,-92.93511921,214.1533203,79.44358997,60,8.90E-05,134424.375,-92.63824503,86.49770355,58.95283805,60,8.90E-05,134424.375,-92.63824503,150.7875977,74.629618,60,8.89E-05,136186.3438,-85.23394431,187.0355835,-84.57258393,60,8.90E-05,134839.5313,-88.22778015,189.4502106,83.81698059,60,8.90E-05,134839.5313,-88.22778015,84.79415894,46.44951424,60,8.89E-05,137054.3906,-86.98987667,154.1686249,-70.3730646,60,8.89E-05,137054.3906,-86.98987667,59.43167496,-94.59443853,60,8.89E-05,136186.3438,-85.23394431,212.7557678,-79.65792814
60,7.12E-05,136196.4219,-91.16178353,115.2699356,-120.346048,60,7.12E-05,136196.4219,-91.16178353,75.5906601,-93.20260307,60,7.12E-05,132158.9688,-92.93511921,141.9621735,43.57745385,60,7.12E-05,132158.9688,-92.93511921,214.153244,79.44358997,60,7.12E-05,134424.3281,-92.63824503,86.49766541,58.95283805,60,7.12E-05,134424.3281,-92.63824503,150.7875519,74.62961117,60,7.12E-05,136186.2969,-85.23394431,187.0355072,-84.57258393,60,7.12E-05,134839.4844,-88.22778015,189.4501343,83.81698059,60,7.12E-05,134839.4844,-88.22778015,84.79412079,46.44951083,60,7.12E-05,137054.3438,-86.98987667,154.1685638,-70.37307143,60,7.12E-05,137054.3438,-86.98987667,59.43164444,-94.59443853,60,7.12E-05,136186.2969,-85.23394431,212.7556915,-79.65792814
60,-0.000159782,136196.4219,-91.16178353,115.2699203,-120.3460344,60,-0.000159782,136196.4219,-91.16178353,75.59065247,-93.20259624,60,-0.000159744,132158.9688,-92.93511921,141.9621582,43.57745385,60,-0.000159744,132158.9688,-92.93511921,214.153244,79.44358997,60,-0.000159758,134424.3281,-92.63824503,86.49765778,58.95284488,60,-0.000159758,134424.3281,-92.63824503,150.7875519,74.62961117,60,-0.000159788,136186.2969,-85.23394431,187.0355225,-84.5725771,60,-0.000159766,134839.4844,-88.22778015,189.4501343,83.81698059,60,-0.000159766,134839.4844,-88.22778015,84.79411316,46.44950741,60,-0.000159795,137054.3438,-86.98987667,154.1685638,-70.37307143,60,-0.000159795,137054.3438,-86.98987667,59.43163681,-94.5944317,60,-0.000159788,136186.2969,-85.23394431,212.7556915,-79.65792814
60,8.89E-05,136196.4688,-91.16178353,115.2699509,-120.3460344,60,8.89E-05,136196.4688,-91.16178353,75.59067535,-93.20258941,60,8.90E-05,132159.0313,-92.93511921,141.962204,43.57745385,60,8.90E-05,132159.0313,-92.93511921,214.1533356,79.44358997,60,8.90E-05,134424.375,-92.63824503,86.49768829,58.95284488,60,8.90E-05,134424.375,-92.63824503,150.7876129,74.62961117,60,8.89E-05,136186.3594,-85.23394431,187.0355988,-84.5725771,60,8.89E-05,134839.5469,-88.22777332,189.4502106,83.81698059,60,8.89E-05,134839.5469,-88.22777332,84.79414368,46.44950741,60,8.89E-05,137054.4063,-86.98987667,154.1686249,-70.37307143,60,8.89E-05,137054.4063,-86.98987667,59.43164825,-94.5944317,60,8.89E-05,136186.3594,-85.23394431,212.7557831,-79.65792814
60,7.12E-05,136196.4219,-91.16178353,115.2698898,-120.3460344,60,7.12E-05,136196.4219,-91.16178353,75.59064484,-93.20258941,60,7.12E-05,132158.9844,-92.93511921,141.9621277,43.57745043,60,7.12E-05,132158.9844,-92.93511921,214.1532593,79.44358314,60,7.12E-05,134424.3281,-92.63824503,86.49764252,58.95284488,60,7.12E-05,134424.3281,-92.63824503,150.7875519,74.62961117,60,7.12E-05,136186.2969,-85.23394431,187.0355225,-84.5725771,60,7.12E-05,134839.5,-88.22777332,189.4501495,83.81698059,60,7.12E-05,134839.5,-88.22777332,84.7940979,46.449504,60,7.11E-05,137054.3594,-86.98987667,154.1685638,-70.37307143,60,7.11E-05,137054.3594,-86.98987667,59.43161774,-94.5944317,60,7.12E-05,136186.2969,-85.23394431,212.7557068,-79.65792814
60,-0.000159796,136196.4219,-91.16178353,115.2698822,-120.3460344,60,-0.000159796,136196.4219,-91.16178353,75.59063721,-93.20258258,60,-0.000159763,132158.9844,-92.93511921,141.9621124,43.57745385,60,-0.000159763,132158.9844,-92.93511921,214.1532593,79.44358314,60,-0.000159774,134424.3281,-92.63824503,86.49763489,58.95285171,60,-0.000159774,134424.3281,-92.63824503,150.7875519,74.62961117,60,-0.000159805,136186.3125,-85.23393748,187.0355377,-84.5725771,60,-0.000159784,134839.5,-88.22777332,189.4501495,83.81698059,60,-0.000159784,134839.5,-88.22777332,84.79409027,46.44950058,60,-0.00015981,137054.3594,-86.98987667,154.1685638,-70.37307143,60,-0.00015981,137054.3594,-86.98987667,59.43160629,-94.59442487,60,-0.000159805,136186.3125,-85.23393748,212.7557068,-79.65792814
